id,Expected
0,2.3559398651123047
1,1.7235405445098877
2,1.8322685956954956
3,2.1378767490386963
4,1.5349541902542114
5,2.172356367111206
6,2.0191140174865723
7,1.8758820295333862
8,2.118873119354248
9,0.36396268010139465
10,2.5180001258850098
11,2.489948034286499
12,2.419348955154419
13,2.105555295944214
14,1.6066840887069702
15,1.7136479616165161
16,2.327472448348999
17,1.6584607362747192
18,2.5022122859954834
19,1.721935749053955
20,1.0400267839431763
21,2.29844069480896
22,2.5889604091644287
23,1.909769058227539
24,1.411158561706543
25,2.1108558177948
26,2.291823387145996
27,2.109102487564087
28,1.6747342348098755
29,1.9668715000152588
30,2.5596609115600586
31,2.2234203815460205
32,2.347052812576294
33,2.540872573852539
34,2.3389811515808105
35,1.9953117370605469
36,2.3622817993164062
37,1.3840798139572144
38,1.9135348796844482
39,2.5463368892669678
40,2.296544075012207
41,1.950751543045044
42,1.5009057521820068
43,1.9532800912857056
44,1.5179665088653564
45,1.8987091779708862
46,1.4153369665145874
47,2.341216802597046
48,1.4462887048721313
49,2.0700926780700684
50,1.6562830209732056
51,2.1411924362182617
52,2.0164499282836914
53,2.435682535171509
54,2.531127691268921
55,1.7356898784637451
56,1.3999308347702026
57,2.1513547897338867
58,2.429563283920288
59,1.9701948165893555
60,1.5931872129440308
61,0.7339900135993958
62,2.1655452251434326
63,0.7707198858261108
64,2.3560731410980225
65,2.4203243255615234
66,1.8413307666778564
67,2.5472750663757324
68,2.274831533432007
69,2.2047250270843506
70,1.687885046005249
71,2.0084478855133057
72,1.1829851865768433
73,1.8696577548980713
74,1.5264416933059692
75,1.5567322969436646
76,1.0905035734176636
77,2.514453649520874
78,2.0309736728668213
79,1.2591495513916016
80,1.5217894315719604
81,2.351454496383667
82,2.44146728515625
83,2.356086015701294
84,2.414050579071045
85,2.056818962097168
86,1.839099407196045
87,1.3542274236679077
88,1.8088849782943726
89,1.7343363761901855
90,1.0399144887924194
91,1.5909444093704224
92,2.131958246231079
93,2.0445146560668945
94,0.9776007533073425
95,2.336801528930664
96,2.0743229389190674
97,2.3081624507904053
98,2.4096484184265137
99,2.375084161758423
100,1.836547613143921
101,1.891785740852356
102,2.2754080295562744
103,2.0828006267547607
104,1.4423731565475464
105,1.447479009628296
106,1.910025954246521
107,1.9704915285110474
108,2.081646680831909
109,1.544745922088623
110,2.0597281455993652
111,1.9739173650741577
112,2.385305166244507
113,2.048049211502075
114,2.105577230453491
115,2.3808536529541016
116,1.609178900718689
117,1.1543209552764893
118,1.9125155210494995
119,2.160505771636963
120,2.0676331520080566
121,0.6346831321716309
122,2.2378554344177246
123,1.4852010011672974
124,1.266248106956482
125,1.219030499458313
126,1.5667393207550049
127,2.146015167236328
128,2.1533286571502686
129,1.5730277299880981
130,1.1396503448486328
131,2.3518879413604736
132,1.7413662672042847
133,1.6665666103363037
134,1.80665123462677
135,2.2447617053985596
136,2.280208110809326
137,2.150904893875122
138,2.1427347660064697
139,2.3891420364379883
140,1.6540464162826538
141,1.2143478393554688
142,1.9975454807281494
143,1.920591950416565
144,2.348971128463745
145,2.0127832889556885
146,1.1118766069412231
147,1.5409168004989624
148,2.3333535194396973
149,2.5317041873931885
150,2.2483863830566406
151,1.9427932500839233
152,2.20377254486084
153,0.9479288458824158
154,1.952931523323059
155,1.7106695175170898
156,2.399977922439575
157,1.263321876525879
158,1.7808997631072998
159,2.1420819759368896
160,2.3908958435058594
161,2.119703769683838
162,1.4537789821624756
163,2.44750714302063
164,1.7775096893310547
165,1.7709813117980957
166,2.21848726272583
167,1.6686384677886963
168,2.425642728805542
169,1.8131985664367676
170,1.2434604167938232
171,2.123584747314453
172,1.8852908611297607
173,2.490034580230713
174,1.459058165550232
175,1.9580553770065308
176,2.087759017944336
177,1.462106466293335
178,2.485229730606079
179,2.22613787651062
180,1.9776711463928223
181,2.333059072494507
182,2.2513160705566406
183,1.830561876296997
184,2.393616199493408
185,1.693395733833313
186,1.636332631111145
187,2.412524461746216
188,1.639072060585022
189,2.3107643127441406
190,2.0680668354034424
191,2.57655930519104
192,1.2418394088745117
193,2.1608762741088867
194,2.152397871017456
195,2.3042914867401123
196,2.11429500579834
197,2.0564424991607666
198,2.240309953689575
199,2.2624144554138184
200,1.9714664220809937
201,1.1402807235717773
202,2.081315279006958
203,2.0542972087860107
204,2.1711409091949463
205,1.3250627517700195
206,1.4909827709197998
207,2.4100794792175293
208,2.534792900085449
209,1.2709578275680542
210,2.211223840713501
211,1.9815446138381958
212,1.9523521661758423
213,1.5213217735290527
214,1.6982258558273315
215,1.9769400358200073
216,0.7371864914894104
217,2.3051035404205322
218,1.9080970287322998
219,2.007856845855713
220,1.7317878007888794
221,2.2506630420684814
222,2.0183541774749756
223,1.5466045141220093
224,2.4660394191741943
225,2.460709810256958
226,2.3031067848205566
227,0.8481537699699402
228,1.9566504955291748
229,1.648016333580017
230,2.1142380237579346
231,0.9979514479637146
232,2.185640573501587
233,1.1191494464874268
234,2.1919872760772705
235,2.317837953567505
236,1.3413699865341187
237,2.2561392784118652
238,2.2036919593811035
239,0.680669367313385
240,1.3750454187393188
241,2.168356418609619
242,2.3851964473724365
243,1.8277956247329712
244,1.9101157188415527
245,2.003068208694458
246,2.1895344257354736
247,2.2886083126068115
248,1.7408218383789062
249,2.046099901199341
250,2.182598829269409
251,1.150863766670227
252,1.9018199443817139
253,1.5154318809509277
254,1.8088319301605225
255,2.143587112426758
256,2.5461859703063965
257,1.974534273147583
258,2.1241066455841064
259,1.2793108224868774
260,0.5876493453979492
261,0.6912106275558472
262,2.199061393737793
263,1.6660853624343872
264,1.2045131921768188
265,1.2831939458847046
266,2.3226020336151123
267,0.5689297318458557
268,2.6108527183532715
269,2.435718536376953
270,2.1307783126831055
271,2.0340123176574707
272,1.4975800514221191
273,2.206381320953369
274,1.5482416152954102
275,1.9062259197235107
276,2.467700958251953
277,2.449023962020874
278,1.8282992839813232
279,2.3486576080322266
280,2.2209384441375732
281,2.0252935886383057
282,1.7281733751296997
283,2.1288485527038574
284,2.190786838531494
285,1.5434070825576782
286,2.062147617340088
287,2.435213804244995
288,2.1071465015411377
289,2.0908217430114746
290,2.0806705951690674
291,2.383138656616211
292,0.8068985342979431
293,2.307209014892578
294,2.2527902126312256
295,2.0361123085021973
296,2.2875185012817383
297,1.3672807216644287
298,1.8465914726257324
299,2.091945171356201
300,2.212254047393799
301,2.234422206878662
302,1.6640512943267822
303,1.8135576248168945
304,1.1832342147827148
305,2.123504400253296
306,2.0609283447265625
307,1.9912500381469727
308,2.0722098350524902
309,1.8054956197738647
310,1.4833565950393677
311,2.411367177963257
312,2.0273523330688477
313,1.3109427690505981
314,2.3168630599975586
315,2.4598870277404785
316,1.9337598085403442
317,2.3675975799560547
318,2.3049991130828857
319,2.4352705478668213
320,2.2219462394714355
321,1.51617431640625
322,2.4482016563415527
323,2.359673261642456
324,1.5057270526885986
325,1.8508692979812622
326,2.0821709632873535
327,1.5544120073318481
328,2.3723297119140625
329,1.7037827968597412
330,1.9563380479812622
331,1.566752552986145
332,1.5027326345443726
333,1.8759633302688599
334,1.3274428844451904
335,1.8650771379470825
336,2.6224522590637207
337,2.164884090423584
338,1.8846861124038696
339,1.906699299812317
340,1.9994512796401978
341,2.2596335411071777
342,2.0746071338653564
343,2.292473316192627
344,1.313490867614746
345,1.7824721336364746
346,2.3357386589050293
347,2.1137161254882812
348,2.1733412742614746
349,2.28704833984375
350,2.091679573059082
351,2.0173499584198
352,2.39563250541687
353,2.158679962158203
354,0.6337116956710815
355,1.8047231435775757
356,1.5304595232009888
357,2.031170129776001
358,2.357706308364868
359,1.0131624937057495
360,2.0660595893859863
361,1.8312067985534668
362,1.6179479360580444
363,2.1272149085998535
364,1.8301745653152466
365,2.285442352294922
366,1.6790921688079834
367,2.1729135513305664
368,1.6063768863677979
369,2.074145793914795
370,2.1202824115753174
371,2.331111192703247
372,2.1284289360046387
373,2.0924649238586426
374,1.475975751876831
375,1.5339224338531494
376,2.34063982963562
377,0.9794266819953918
378,2.229830741882324
